Название,Цена,Ссылка,Описание,Просмотров,Дата публикации,Продавец,Адрес
"iPhone 11, 128 ГБ",16990,https://www.avito.ru/sankt-peterburg/telefony/iphone_11_128_gb_4287975585?slocation=107620&context=H4sIAAAAAAAA_0q0MrKqLrYytlIqLkpWsi62MjSwUkoqyk9MyU0sSc4Ai1gpVYBoY0MrJbO0NMOK3JzS5LKcimKjsuT80sLyoqpyw5J0Q-PEnCwl61pAAAAA___J9dfDUQAAAA,,0,сегодня в 16:23,Компания ·,-
"iPhone 11, 64 ГБ",15990,https://www.avito.ru/sankt-peterburg/telefony/iphone_11_64_gb_2302028922?context=H4sIAAAAAAAA_0q0MrKqLrYytlIqLkpWsi62MjSwUkoqyk9MyU0sSc4Ai1gpVYBoY0MrJbO0NMOK3JzS5LKcimKjsuT80sLyoqpyw5J0Q-PEnCwl61pAAAAA___J9dfDUQAAAA,,117640,вчера в 16:18,no,-
"iPhone 11, 128 ГБ",26500,https://www.avito.ru/kazan/telefony/iphone_11_128_gb_1459011974?slocation=107620&context=H4sIAAAAAAAA_0q0MrKqLrYytlIqLkpWsi62MjSwUkoqyk9MyU0sSc4Ai1gpVYBoY0MrJbO0NMOK3JzS5LKcimKjsuT80sLyoqpyw5J0Q-PEnCwl61pAAAAA___J9dfDUQAAAA,,13824,сегодня в 15:55,Компания ·,-
,24690,https://www.avito.ru/moskva/telefony/iphone_11_128_gb_4403446243?slocation=107620&context=H4sIAAAAAAAA_0q0MrKqLrYytlIqLkpWsi62MjSwUkoqyk9MyU0sSc4Ai1gpVYBoY0MrJbO0NMOK3JzS5LKcimKjsuT80sLyoqpyw5J0Q-PEnCwl61pAAAAA___J9dfDUQAAAA,,7,сегодня в 15:54,Компания ·,-
,21990,https://www.avito.ru/rostov-na-donu/telefony/iphone_11_128_gb_3571645228?context=H4sIAAAAAAAA_0q0MrKqLrYytlIqLkpWsi62MjSwUkoqyk9MyU0sSc4Ai1gpVYBoY0MrJbO0NMOK3JzS5LKcimKjsuT80sLyoqpyw5J0Q-PEnCwl61pAAAAA___J9dfDUQAAAA,,2875,13 сентября в 15:11,Компания ·,-
,17990,https://www.avito.ru/moskva/telefony/iphone_11_128_gb_4388510845?slocation=107620&context=H4sIAAAAAAAA_0q0MrKqLrYytlIqLkpWsi62MjSwUkoqyk9MyU0sSc4Ai1gpVYBoY0MrJbO0NMOK3JzS5LKcimKjsuT80sLyoqpyw5J0Q-PEnCwl61pAAAAA___J9dfDUQAAAA,,19,сегодня в 15:49,Компания ·,-
,41999,https://www.avito.ru/kazan/telefony/iphone_11_128gb_belyy_nanosim_esim_2421456845?context=H4sIAAAAAAAA_0q0MrKqLrYytlIqLkpWsi62MjSwUkoqyk9MyU0sSc4Ai1gpVYBoY0MrJbO0NMOK3JzS5LKcimKjsuT80sLyoqpyw5J0Q-PEnCwl61pAAAAA___J9dfDUQAAAA,,524,сегодня в 15:48,Компания ·,-
,15832,https://www.avito.ru/sankt-peterburg/telefony/iphone_11_64_gb_4281634338?context=H4sIAAAAAAAA_0q0MrKqLrYytlIqLkpWsi62MjSwUkoqyk9MyU0sSc4Ai1gpVYBoY0MrJbO0NMOK3JzS5LKcimKjsuT80sLyoqpyw5J0Q-PEnCwl61pAAAAA___J9dfDUQAAAA,,3944,вчера в 15:45,no,-
,18350,https://www.avito.ru/sankt-peterburg/telefony/iphone_11_64_gb_4387783064?slocation=107620&context=H4sIAAAAAAAA_0q0MrKqLrYytlIqLkpWsi62MjSwUkoqyk9MyU0sSc4Ai1gpVYBoY0MrJbO0NMOK3JzS5LKcimKjsuT80sLyoqpyw5J0Q-PEnCwl61pAAAAA___J9dfDUQAAAA,,9,сегодня в 15:33,Частное лицо ·,-
,15580,https://www.avito.ru/nizhniy_novgorod/telefony/iphone_11_256_gb_3550689062?context=H4sIAAAAAAAA_0q0MrKqLrYytlIqLkpWsi62MjSwUkoqyk9MyU0sSc4Ai1gpVYBoY0MrJbO0NMOK3JzS5LKcimKjsuT80sLyoqpyw5J0Q-PEnCwl61pAAAAA___J9dfDUQAAAA,,5302,12 сентября в 10:40,no,-
,11880,https://www.avito.ru/nizhniy_novgorod/telefony/iphone_11_64_gb_3551117859?context=H4sIAAAAAAAA_0q0MrKqLrYytlIqLkpWsi62MjSwUkoqyk9MyU0sSc4Ai1gpVYBoY0MrJbO0NMOK3JzS5LKcimKjsuT80sLyoqpyw5J0Q-PEnCwl61pAAAAA___J9dfDUQAAAA,,1654,12 сентября в 17:15,no,-
,20499,https://www.avito.ru/sankt-peterburg_kolpino/telefony/iphone_11_128_gb_4325464049?slocation=107620&context=H4sIAAAAAAAA_0q0MrKqLrYytlIqLkpWsi62MjSwUkoqyk9MyU0sSc4Ai1gpVYBoY0MrJbO0NMOK3JzS5LKcimKjsuT80sLyoqpyw5J0Q-PEnCwl61pAAAAA___J9dfDUQAAAA,,0,сегодня в 16:22,no,-
,30990,https://www.avito.ru/nizhniy_novgorod/telefony/iphone_11_256_gb_4214995427?slocation=107620&context=H4sIAAAAAAAA_0q0MrKqLrYytlIqLkpWsi62MjSwUkoqyk9MyU0sSc4Ai1gpVYBoY0MrJbO0NMOK3JzS5LKcimKjsuT80sLyoqpyw5J0Q-PEnCwl61pAAAAA___J9dfDUQAAAA,,0,сегодня в 16:24,no,-
,20000,https://www.avito.ru/novosibirsk/telefony/iphone_11_128_gb_4215192819?context=H4sIAAAAAAAA_0q0MrKqLrYytlIqLkpWsi62MjSwUkoqyk9MyU0sSc4Ai1gpVYBoY0MrJbO0NMOK3JzS5LKcimKjsuT80sLyoqpyw5J0Q-PEnCwl61pAAAAA___J9dfDUQAAAA,,13,сегодня в 15:53,no,-
,15500,https://www.avito.ru/nizhniy_novgorod/telefony/iphone_11_64_gb_4257083521?context=H4sIAAAAAAAA_0q0MrKqLrYytlIqLkpWsi62MjSwUkoqyk9MyU0sSc4Ai1gpVYBoY0MrJbO0NMOK3JzS5LKcimKjsuT80sLyoqpyw5J0Q-PEnCwl61pAAAAA___J9dfDUQAAAA,,12,сегодня в 15:52,no,-
,15000,https://www.avito.ru/kazan/telefony/iphone_11_64_gb_4270855870?context=H4sIAAAAAAAA_0q0MrKqLrYytlIqLkpWsi62MjSwUkoqyk9MyU0sSc4Ai1gpVYBoY0MrJbO0NMOK3JzS5LKcimKjsuT80sLyoqpyw5J0Q-PEnCwl61pAAAAA___J9dfDUQAAAA,,11,сегодня в 15:52,no,-
,16000,https://www.avito.ru/moskva/telefony/iphone_11_128_gb_4104343159?slocation=107620&context=H4sIAAAAAAAA_0q0MrKqLrYytlIqLkpWsi62MjSwUkoqyk9MyU0sSc4Ai1gpVYBoY0MrJbO0NMOK3JzS5LKcimKjsuT80sLyoqpyw5J0Q-PEnCwl61pAAAAA___J9dfDUQAAAA,,97,сегодня в 15:51,no,-
,19000,https://www.avito.ru/rostov-na-donu/telefony/iphone_11_64_gb_3804047913?context=H4sIAAAAAAAA_0q0MrKqLrYytlIqLkpWsi62MjSwUkoqyk9MyU0sSc4Ai1gpVYBoY0MrJbO0NMOK3JzS5LKcimKjsuT80sLyoqpyw5J0Q-PEnCwl61pAAAAA___J9dfDUQAAAA,,109,сегодня в 16:15,no,-
,25000,https://www.avito.ru/sankt-peterburg/telefony/iphone_11_128_gb_4053734152?slocation=107620&context=H4sIAAAAAAAA_0q0MrKqLrYytlIqLkpWsi62MjSwUkoqyk9MyU0sSc4Ai1gpVYBoY0MrJbO0NMOK3JzS5LKcimKjsuT80sLyoqpyw5J0Q-PEnCwl61pAAAAA___J9dfDUQAAAA,,49,сегодня в 15:50,no,-
,14500,https://www.avito.ru/kazan/telefony/iphone_11_64_gb_4489850710?context=H4sIAAAAAAAA_0q0MrKqLrYytlIqLkpWsi62MjSwUkoqyk9MyU0sSc4Ai1gpVYBoY0MrJbO0NMOK3JzS5LKcimKjsuT80sLyoqpyw5J0Q-PEnCwl61pAAAAA___J9dfDUQAAAA,,1,сегодня в 16:13,Частное лицо ·,-
,15000,https://www.avito.ru/novosibirsk/telefony/iphone_11_64_gb_4489879339?slocation=107620&context=H4sIAAAAAAAA_0q0MrKqLrYytlIqLkpWsi62MjSwUkoqyk9MyU0sSc4Ai1gpVYBoY0MrJbO0NMOK3JzS5LKcimKjsuT80sLyoqpyw5J0Q-PEnCwl61pAAAAA___J9dfDUQAAAA,,1,сегодня в 16:12,no,-
,17000,https://www.avito.ru/kazan/telefony/iphone_11_64_gb_4344486670?context=H4sIAAAAAAAA_0q0MrKqLrYytlIqLkpWsi62MjSwUkoqyk9MyU0sSc4Ai1gpVYBoY0MrJbO0NMOK3JzS5LKcimKjsuT80sLyoqpyw5J0Q-PEnCwl61pAAAAA___J9dfDUQAAAA,,116,сегодня в 15:47,no,-
,19000,https://www.avito.ru/kazan/telefony/iphone_11_64_gb_4387810894?context=H4sIAAAAAAAA_0q0MrKqLrYytlIqLkpWsi62MjSwUkoqyk9MyU0sSc4Ai1gpVYBoY0MrJbO0NMOK3JzS5LKcimKjsuT80sLyoqpyw5J0Q-PEnCwl61pAAAAA___J9dfDUQAAAA,,0,сегодня в 16:12,no,-
,17000,https://www.avito.ru/sankt-peterburg/telefony/iphone_11_64_gb_4295027506?context=H4sIAAAAAAAA_0q0MrKqLrYytlIqLkpWsi62MjSwUkoqyk9MyU0sSc4Ai1gpVYBoY0MrJbO0NMOK3JzS5LKcimKjsuT80sLyoqpyw5J0Q-PEnCwl61pAAAAA___J9dfDUQAAAA,,10,сегодня в 15:44,no,-
,16500,https://www.avito.ru/sankt-peterburg/telefony/iphone_11_64_gb_4270999300?context=H4sIAAAAAAAA_0q0MrKqLrYytlIqLkpWsi62MjSwUkoqyk9MyU0sSc4Ai1gpVYBoY0MrJbO0NMOK3JzS5LKcimKjsuT80sLyoqpyw5J0Q-PEnCwl61pAAAAA___J9dfDUQAAAA,,4,сегодня в 16:11,Компания ·,-
,23500,https://www.avito.ru/nizhniy_novgorod/telefony/iphone_11_128_gb_4104120034?slocation=107620&context=H4sIAAAAAAAA_0q0MrKqLrYytlIqLkpWsi62MjSwUkoqyk9MyU0sSc4Ai1gpVYBoY0MrJbO0NMOK3JzS5LKcimKjsuT80sLyoqpyw5J0Q-PEnCwl61pAAAAA___J9dfDUQAAAA,,11,сегодня в 15:43,Частное лицо ·,-
,20000,https://www.avito.ru/rostov-na-donu/telefony/iphone_11_128_gb_4271057685?slocation=107620&context=H4sIAAAAAAAA_0q0MrKqLrYytlIqLkpWsi62MjSwUkoqyk9MyU0sSc4Ai1gpVYBoY0MrJbO0NMOK3JzS5LKcimKjsuT80sLyoqpyw5J0Q-PEnCwl61pAAAAA___J9dfDUQAAAA,,9,сегодня в 15:41,no,-
,34990,https://www.avito.ru/voronezh/telefony/iphone_11_64_gb_4011298731?context=H4sIAAAAAAAA_0q0MrKqLrYytlIqLkpWsi62MjSwUkoqyk9MyU0sSc4Ai1gpVYBoY0MrJbO0NMOK3JzS5LKcimKjsuT80sLyoqpyw5J0Q-PEnCwl61pAAAAA___J9dfDUQAAAA,,87,12 сентября в 17:56,Частное лицо ·,-
"iPhone 11, 128 ГБ",14000,https://www.avito.ru/moskva/telefony/iphone_11_128_gb_4402758724?slocation=107620,"IPhone 11. После ремонта. В идеальном состоянии. Вокруг камеры защитные спирали, Продаю, так как купил более новый.",-,-,no,-
"iPhone 11, 128 ГБ",19990,https://www.avito.ru/elektrogorsk/telefony/iphone_11_128_gb_4317931860?slocation=107620,"IPhone 11 — 128 gb: — В отличном внешнем состоянии. Без царапин, сколов и т. Д. Микро коцки по бокам от чехла. Состояние на фото. — Перед продажей менялся дисплей на отличную копию, с прошивкой True Tone. Без засветов, точек, мертвых зон. Все как на оригинале. — Аккумулятор 76%. Держит отлично, пользовался сам. — Все функции, в том числе True Tone и Face ID исправно работают, ничего, кроме дисплея не менялось. — В комплекте родная коробка. — Все проверки на месте, торг разумный на месте, доставкой отправлю.",1,сегодня в 16:08,Частное лицо ·,-
"iPhone 11, 64 гб (Ростест физсим)",18500,https://www.avito.ru/moskva/telefony/iphone_11_64_gb_rostest_fizsim_4181759820?slocation=107620,"БУ iphonе 11 64gb Оригинал. Poсtеct RU/А. 1 Физическая Сим-карта. Аккумулятoр 82%. Комплектация: Телефон, родная коробка, чехол. В очень хорошем состоянии (можно сказать отличном). Не бился, Не вскрывался, Полностью Родной. Все работает. Последние 2 года почти не пользуюсь. С момента покупки с защитным стеклом и в чехле, микро царапки на стекле (нужно искать), немного потертостей по бокам от чехла (см. Фото). Куплен новым в июле 2020г. (Б/у 2,5 года, в 22г. Купил новую модель и этим почти не пользуемся). Продаю за ненадобностью. Доп. Параметры и фoто пo запpоcу. Cамoвывоз Mцk Панфиловcкaя, Мeтpо Сокол, Красные ворота или пo договоpeннoсти. Oтправлю Авито Доставка, Яндекс курьер или транспортной компанией.",0,сегодня в 16:17,no,-
"iPhone 11, 128 ГБ",19000,https://www.avito.ru/moskva/telefony/iphone_11_128_gb_4241539164?slocation=107620,IPhone 11 в корпусе 15 pro max. ! Доставка по Москве и РФ! Все функции работают: Face ID. True Tone. Беспроводная зарядка. Батарея 100%. Обновление до последней версии ios. Работаем ежедневно. Гарантия и сервисное обслуживание. Контроль качества. Любые проверки перед покупкой. Доставка в день заказа.,7,сегодня в 15:57,no,-
"iPhone 11, 128 ГБ",20000,https://www.avito.ru/moskva/telefony/iphone_11_128_gb_4182273593,Без Торга. В отличном состоянии. Зарядное устройство. Коробка. Использовался с защитным стеклом. Ростест. Отвязан от всех аккаунтов. Чехол в подарок. Все детали в рабочем состоянии. Любые проверки на месте. Не вскрывался. Без сколов и дефектов.,0,сегодня в 16:30,no,-
"1-к. квартира, 46 м², 9/9 эт.",50000,https://www.avito.ru/aprelevka/kvartiry/1-k._kvartira_46_m_99_et._4523534671,"Сдает собственник. Без агентской комиссии. Оплата первого и последнего месяца. Сдается однокомнатная квартира 46 кв м в Новой Москве ул Семена Гордого 12 на длительный срок. ЖК Ново-Никольское по Киевскому шоссе, ближайшее метро Саларьево, 20-25 мин на автобусе 304 (или 304К). Проезжаем аэропорт Внуково (м Внуково). На машине 13-15 мин до метро. Конечно, машина будет отличным бонусом к этой квартире. Панорамная Видовая квартира, 9й этаж, 2 балкона, вид на южную и западную сторону. Квартира оформлена в стиле Loft, авторский дизайн. Не смотря на кажущуюся брутальность создает максимально комфортное ощущение для проживания. Каждая комната (и балкон) имеет возможность разной подсветки по настроению. Можно включить максимально яркий свет для работы, а можно теплый для создания уютного настроения. В большой комнате (20,1 кв м) предусмотрена разбивка по трем зонам подсветки (центральная при желании с цветной подсветкой и выбором от холодного до теплого света). Кухня ( 10,42 кв м) 3 зоны свечения, стеклянный стол, 2 стула с ротангом, Холодильник, варочная панель, нагревается моментально, вытяжка с выводом в центральный воздуховод, стиральная машинка на 7кг. Туалет (4,07 кв м) совмещенный, ванна акриловая большая. Плитка под мрамор имитирующий бетон, теплые полы. Выключаемая вытяжка. Большая прихожая (7,13 кв м) с большим вместительным гардеробом. Плитка, теплые полы. Глубокий балкон, оформлен как чил-аут с остеклением в пол (5,39 кв м) с диваном, складным столиком, складными стульями, стеллажом (2й разобранный, можно собрать). 2 зоны подсветки верхний и боковой (с выбором теплого или холодного света). Бонусом маленький открытый балкон с выходом прямо из большой комнаты. Квартира полностью обставлена мебелью в стиль. Квартира делалась под себя! Квартира сразу после ремонта, мебель частично б. У. В приличном состоянии. Рядом в пешей доступности (3мин) торговый центр с пятерочкой, пивным магазином, хозяйственным. В пределах 5 мин пешком множество мест покушать (3 пятерочки!, Дикси, столовая, пиццерия, шаурмятни, бургеры, пончики, кофейня, чуть дальше (7 мин) шашлык разнообразный и восточная кухня, овощи-фрукты). В пределах 10 ти минут пешком парк с красивыми террасами и мостом и работающий Собор начала 18-ого века. В пределах 25 мин пешком озеро. Автобусы также часто ходят в Троицк. Рядом в ЖК школа (5мин). Футбольная площадка. Вид из окон и балконов просто шикарный, квартира на 9-м этаже и до самого горизонта строений выше 2х этажей просто нет! Дом самый дальний в жилищном комплексе, поэтому соседние окна-дома не видно, во двор окна не выходят. Честно говоря это и было одной из причин покупки этой квартиры. Панорама охватывает больше 200 градусов, зимой тепло, рассветы, закаты, предутренний туман, ночные огоньки до горизонта, красиво относительно низколетящие самолеты. (к звуку привыкаешь моментально, ночью не беспокоит). Приезжайте, смотрите. Могу скинуть видео. Звоните или пишите Ватсап. Цена аренды 50000р, задаток 50000р. Коммуналка оплачивается арендатором. Без торга. Славяне без маленьких детей, животные по согласованию.",351,сегодня в 14:42,Арендодатель,-
"3-к. квартира, 82 м², 10/15 эт.",48000,https://www.avito.ru/vatutinki/kvartiry/3-k._kvartira_82_m_1015_et._4226735880,"Сдаётся 3х комнатная квартира на длительный срок. В квартире есть все необходимое для комфортного проживания. Вcя инфраструктура в шаговой доступности: современные школы, муниципальные детские сады, различные детские спортивные и развивающие центры. Магазины (Вкусвилл, Пятерочка, Магнит, Дикси,), кафе, пекарни, рестораны, аптеки, муниципальные и частные медцентры. Рассматриваем Только Славян! Аренда + счётчики.",1069,10 сентября в 11:25,Риелтор,-
"2-к. квартира, 50,6 м², 11/12 эт.",126500,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_506_m_1112_et._4738059539,"Лот квартиры 23973. Выгода. - Без залога. - Платите арендный платеж картой любого Банка, кредитной/дебетовой и получайте бонусы в соответствии с условиями Банка. Условия. - Минимальный срок аренды 11 мес. - Можно с детьми. - Можно с животными. - Коммунальные платежи (оплачиваются отдельно). - Счетчики (оплачиваются отдельно). Удобство Квартиры. - Функциональная квартирa с евроремонтом, частично мебелированная. - Техника: холодильник, стиральная машина, плита, посудомоечная машина. - Количество разделённых санузлов: 1. - Количество балконов/лоджий: 1. Безопасность. - Проверенный собственник. - Квартира и имущество застрахованы. - Заключение электронного договора. - Обеспечим полное сопровождение на всех этапах аренды. Инфраструктура. - В шаговой доступности: - Остановки общественного транспорта. - Школа, детский сад, поликлиника, детские площадки, спортивные площадки, места для отдыха, супермаркет, рестораны.",193,11 сентября в 14:57,Агентство,-
"2-к. квартира, 54 м², 18/25 эт.",75000,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_54_m_1825_et._3686445672,"Квартира сдаётся через сервис «ПИК-Аренда» — её можно посмотреть когда Вам удобно: бронируете время, забираете ключи или встречаетесь с нашим представителем и спокойно осматриваете. Если всё понравится, договор подпишем онлайн и будем поддерживать Вас на всех этапах аренды. Впервые сдаётся просторная 2-комнатная квартира с раздельным санузлом и балконом в ЖК Южная Битца. Депозит можно разбить на 2 месяца. Квартира оборудована кухонным гарнитуром, мебелью и бытовой техникой. Есть холодильник, стиральная машина, микроволновая печь и плита. Была добавлена новая кухонная мебель, большой шкаф в спальне. Проведён интернет с Wi-Fi, выполнен ремонт в стиле индастриал-лофт. Окна выходят во двор и на улицу, около дома есть бесплатная парковка. Собственник готов заселить не более 3 жильцов, включая детей и заключить договор с юридическим лицом. Можно с собакой. На территории жилого комплекса обустроены детские игровые и спортивные площадки, зоны для прогулок и отдыха. Будут открыты 4 детских сада, 2 школы и поликлиника, реализована концепция двор без машин. Рядом с комплексом большой Бутовский лесопарк и Ботанический сад Вилар. До Мцд-2 Бутово — 10 минут на общественном транспорте, до м. Улица Старокачаловская — 15 минут.",2463,сегодня в 08:01,Агентство,-
"2-к. квартира, 49 м², 2/4 эт.",75000,https://www.avito.ru/lesnoy_gorodok/kvartiry/2-k._kvartira_49_m_24_et._4173091903,"Жк Эльйон клубный дом с закрытой территорий, малоэтажный дом, детские площадки и зоны для активности. Сдается в первые, новая квартира с дизайнерским ремонтом. Полностью оборудована всем необходимым для комфорта, ( все новое и отличного качества). Вся инфраструктура рядом. Услуги риелторов не нуждаюсь!",60,12 сентября в 10:12,Агентство,-
"1-к. квартира, 33 м², 1/9 эт.",50000,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_33_m_19_et._4587895891,"Показ И Заселение Сегодня! Для 1-2 Чело Без Детей И Животных! Метро 6 Минут Пешком! Звоните!) Вашему вниманию предлагается уютная квартира, все как на фото! Первый этаж, насекомых нет в квартире тепло! Квартира светлая, чистая, полностью укомплектована! Комиссия 50%.",232,сегодня в 15:11,Агентство,-
"2-к. квартира, 60 м², 15/19 эт.",77000,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_60_m_1519_et._4252745244,"От Собственника! Без Комиссии! С 24 сентября! Просторная, новая, удобная, современная двухкомнатная квартира, с панорамным видом! Южная сторона, окна во двор. Консьерж, охрана. В квартире свежий дизайнерский ремонт, теплые полы, бойлер на случай отключения горячей воды, сантехника Jacob Delafon, полный набор бытовой техники техники, включая встроенную духовку, плиту, вытяжку, свч печь, холодильник, стиральную машину, кондиционер, посудомоечную машину, телевизор. Отличная транспортная доступность как на авто, так и общественным транспортом. Множество открытых парковок во дворе, а так же многоуровневые народные гаражи. До метро и станции Бкл (Текстильщики, Кузьминки, Стахановская) пешком 10 минут, станция «Тестильщики» линии Мцд –2, также ходят автобусы и маршрутные такси (4 мин). Микрорайон достаточно новый, в нем есть вся необходимая инфраструктура, магазины, салоны, школы, детские сады и отличные детские площадки.",233,вчера в 17:52,Арендодатель,-
"2-к. квартира, 45,8 м², 6/9 эт.",38500,https://www.avito.ru/noginsk/kvartiry/2-k._kvartira_458_m_69_et._4673627995,"Лот квартиры 22628. Выгода. - Платите арендный платеж картой любого Банка, кредитной/дебетовой и получайте бонусы в соответствии с условиями Банка. Условия. - Минимальный срок аренды 11 мес. - Можно с детьми. - Можно с животными. - Залог 20000. - Коммунальные платежи (оплачиваются отдельно). - Счетчики (оплачиваются отдельно). Удобство Квартиры. - Функциональная квартирa с косметическим ремонтом, без мебели. - Техника: телевизор, плита. - Раздельный санузел с ванной. - Балкон. Безопасность. - Проверенный собственник. - Квартира и имущество застрахованы. - Заключение электронного договора. - Обеспечим полное сопровождение на всех этапах аренды. Инфраструктура. - В шаговой доступности: - Остановки общественного транспорта. - Школа, детский сад, поликлиника, детские площадки, спортивные площадки, места для отдыха, супермаркет, рестораны.",1214,9 сентября в 12:05,Агентство,-
"2-к. квартира, 76 м², 21/40 эт.",260000,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_76_m_2140_et._4149652638,"И она может стать Вашей! Стильная и уютная квартира, с новым дизайнерским ремонтом в комплексе Премиум класса Prime Park. Планировка: — Изолированная спальня, с гардеробной. — Просторная гостиная, совмещенная с кухней и обеденной зоной. — Совмещенный санузел с душевой кабиной. — Прихожая с дополнительными местами для хранения вещей. Панорамные окна! Апартаменты полностью укомплектованы новой мебелью, бытовой техникой — имеется все, для комфортно проживания! Инфраструктура: парк с фонтаном, магазины (Азбука Вкуса, вкусвилл, Магнит), кафе и рестораны, спортивные зоны, много парковых зон: Петровский Парк, Ходынское поле. Улицы рядом: Ул. Авиаконструктора Микояна. Ул. Генерала Сандалова.",393,9 сентября в 16:06,Агентство,-
"2-к. квартира, 53,5 м², 8/28 эт.",250000,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_535_m_828_et._4229135594,В элитном жк Лаки сдаётся уютная квартира для пары или для одного человека.,950,12 сентября в 21:58,Риелтор,-
"2-к. квартира, 60 м², 25/25 эт.",70000,https://www.avito.ru/himki/kvartiry/2-k._kvartira_60_m_2525_et._4182458149,"Сдаётся уютная двухкомнатная квартира с евроремонтом! В квартире есть всё необходимое для комфортного проживания: кондиционер, холодильник, телевизор и стиральная машина. Мебель на кухне ив комнате, а также современная ванная комната. Окна выходят на улицу, поэтому в квартире всегда светло и уютно. Также имеется балкон, где можно наслаждаться свежим воздух.",439,11 сентября в 19:45,Арендодатель,-
"3-к. квартира, 86 м², 14/17 эт.",120000,https://www.avito.ru/andreevka/kvartiry/3-k._kvartira_86_m_1417_et._4421807498,"Сдается 3х комнатная квартира в ЖК Андреевская Ривьера, Монолитно- кирпичный дом 2015 года постройки, с отличной звукоизоляцией, благоустроенный, зеленый двор, отличные соседи. 3 изолированные комнаты, просторная кухня с качественным кухонным гарнитуром и классной техникой, раздельный санузел, ванная, просторный коридор и гардеробная. В квартире дизайнерский ремонт, высококлассные отделочные материалы и оборудование, встроенная мебель под заказ. Хорошая транспортная доступность: Остановка общественного транспорта с прямым маршрутом до станции метро, до ж/д станции Крюково 15 минут на автобусе и на Ласточке- 27 минут до метро Комсомольская). Мцд-3 до мск. Вся инфраструктура в шаговой доступности: магазины, аптека, д/сад, школа, поликлиника, фитнес центр и тд. Рядом охраняемая открытая парковка.",173,12 сентября в 19:28,Арендодатель,-
"2-к. квартира, 48 м², 2/5 эт.",33000,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_48_m_25_et._4256812694,"Квартира в отличной доступности — 5 минут пешком от метро Щелковская. Тихий район, рядом школа и вся необходимая инфраструктура. В квартире есть все необходимое для проживания. Мебель, техника, посуда. Состояние на фото, немного подтекает ванная, нужно сделать, поэтому рассматриваем рабочих для сдачи, которые смогут сделать и спокойно жить.",0,сегодня в 16:33,Агентство,-
"1-к. квартира, 37,4 м², 5/22 эт.",36000,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_374_m_522_et._4738271913,"Сдaм на длительный срок кваpтиру с хорошим ремонтом. Cдaeтcя порядочным, плaтежeспоcoбным, без вpeдныx привычек. Квартира после ремонта, фотографии соoтвeтствуют действитeльнoсти, в apeнду ещё квaртиpa не сдавaлaсь! КУ оплачиваются отдельно за свет и воду, выходит примерно 3 тыс. В мес. Стоимость за месяц 36 тыс. Руб., задаток 18 тыс. Возвращается после выселения. Я собственник.",3705,сегодня в 09:46,Арендодатель,-
"2-к. квартира, 48 м², 4/9 эт.",80000,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_48_m_49_et._2350310563,Сдаю квартиру 2 ком квартира рядом калейдоскоп от метро 3 минут все есть только жить не курящие длительно срок.,183,сегодня в 16:38,Арендодатель,-
"1-к. квартира, 24 м², 2/2 эт.",25000,https://www.avito.ru/dolgoprudnyy/kvartiry/1-k._kvartira_24_m_22_et._4058528456,D1 Шереметьевский 5 минут ходьбы до Савёловского 20 минут коммуналка входит в сумму аренды.,1752,сегодня в 16:32,Арендодатель,-
"1-к. квартира, 42 м², 2/16 эт.",40000,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_42_m_216_et._4171531568,"Собственник сдаёт однокомнатную квартиру на длительный срок. Есть лоджия на всю комнату. М. Шипиловская рядом, 300 метров. В пешей доступности парк, все необходимые магазины: Пятерочка, Перекрёсток, аптека и прочие. Все вопросы по телефону, звоните. Квартира просторная, но требуется ремонт. По договоренности можно рассмотреть варианты улучшения условий для постоянных жильцов. На площадке 4 квартиры, отделены дверью с просторным тамбуром, удобно для хранения велосипеда, коляски и пр. Предлагать услуги по сдаче в аренду не нужно.",1056,сегодня в 14:49,Арендодатель,-
"2-к. квартира, 46 м², 6/8 эт.",85000,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_46_m_68_et._2427230423,"Чистая, светлая квартира. 1 комната не изолирована. Окна выходят на проезжую часть. Балкон не застеклен. Парковку не предоставляют. Можно с детьми и животными. Квартира сдается несколько лет, цена ниже рынка, есть закономерные следы износа. За идеальной квартирой за копейки не сюда. Возможна краткосрочная аренда от 1 месяца. Комиссия агенту 50%+залог. Ближайший Просмотр возможен 16.09.",5981,10 сентября в 08:51,Риелтор,-
